NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
863 269.22 1515.76 0.32 4.6 3.04 6.701583748615565 328.3543809459875 17.867346016909956 1
875 132.51 1548.12 0.36 21.42 6.72 28.04083965456268 328.36686339694 17.870173078962996 1
879 811.16 1549.75 0.36 77.99 4.15 13.061481615221783 328.3035519778682 17.870265297843943 1
896 1335.17 1584.84 0.26 55.31 4.03 11.462888498512186 328.2538714084171 17.87287952990071 1
914 1539.72 1601.63 0.41 -70.43 1.6 2.130677899290143 328.23460746008067 17.874050922012486 1
935 1399.9 1635.99 0.32 22.99 3.39 9.387334438606981 328.24773957437895 17.87734246210827 2
944 382.97 1650.73 0.11 73.92 4.75 16.85236473739294 328.3435686245904 17.879340023853928 2
961 1849.65 1668.92 0.22 25.12 3.57 10.684086675869057 328.2058132443375 17.879367342745855 1
964 781.73 1671.34 0.41 -83.06 2.99 7.640049804746049 328.3061642315924 17.88112611970439 1
976 1431.54 1695.12 0.35 63.3 2.59 5.575294459722578 328.24474176001564 17.882543902890042 1
978 244.47 1695.45 0.66 -48.82 2.33 5.113149514791969 328.3562579072562 17.883226739312654 1
985 1454.22 1710.39 0.4 68.7 4.48 18.745026460560865 328.24260686273243 17.883857731683992 1
988 791.84 1714.24 0.39 -19.31 1.69 3.111430355670262 328.30514713512423 17.88493018920823 2
992 1294.97 1722.68 0.51 9.79 2.03 5.5999182001739225 328.2575932361415 17.885200815490204 1
1002 1831.61 1758.52 0.32 66.31 6.41 22.03653961287678 328.207517778047 17.88728754729148 1
1004 1178.93 1755.29 0.59 -76.88 2.26 8.89565002103304 328.2685268980763 17.88824440931532 1
1010 910.89 1763.26 0.3 -7.66 4.72 17.558916044280345 328.29384451310364 17.88920490148681 1
1016 620.55 1767.15 0.37 57.45 2.39 4.780185224267971 328.3211681134199 17.889653353360977 1
1026 1107.81 1796.76 0.1 -32.95 8.29 37.75802974453208 328.27521081365944 17.891992038152182 1
1034 1426.56 1799.66 0.48 26.15 2.11 4.096195432333788 328.24518597154105 17.891790307083433 1
1046 419.87 1827.72 0.4 -70.55 2.26 4.843395983000198 328.3397493210938 17.89493224849283 1
1049 715.5 1831.37 0.5 -69.89 2.26 4.833507359653465 328.31214699392393 17.89529621620421 1
1051 131.84 1836.09 0.54 -24.34 1.6 4.093890512930697 328.3661613242338 17.895422456015396 1
1062 1611.49 1851.36 0.54 -76.61 2.71 5.711603635856749 328.22791528559276 17.895954431471225 1
