NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius kron_flux ra dec flag
636 1536.02 1372.51 0.29 -18.24 1.69 3.7333136442218127 339.8433384187661 -5.725757278695001 1
679 791.64 1452.55 0.25 -16.57 5.11 18.681841540688808 339.91076015094376 -5.717969751798098 1
690 1504.19 1473.07 0.1 21.74 3.87 9.122368571576464 339.8461865376656 -5.716699093598842 1
703 678.91 1495.25 0.32 -40.73 3.52 10.23058897792711 339.9209031091678 -5.714106174114348 1
714 697.42 1520.59 0.48 34.21 2.39 5.499202967034697 339.919204966536 -5.711842089421332 1
717 603.47 1526.87 0.47 -88.43 1.87 4.757776722614086 339.9276581878094 -5.711266805920343 1
733 611.2 1571.07 0.16 -72.23 6.51 22.952810181961272 339.9269065276116 -5.707322456839633 1
737 1562.34 1581.46 0.5 60.89 4.41 14.766336827979485 339.8409651677917 -5.707096269994764 1
744 1758.9 1600.32 0.25 68.31 1.69 2.893441143054286 339.8234513993273 -5.7057407940241065 1
759 1380.1 1660.63 0.53 61.26 2.71 9.329122743459395 339.85734692233433 -5.699802495602591 2
760 1505.12 1658.89 0.42 -61.93 1.6 2.8954351528196636 339.84610618624527 -5.700127579546258 1
761 2004.02 1660.34 0.38 52.61 1.69 2.88905781314985 339.8019830710087 -5.700953769001993 1
762 381.36 1661.84 0.34 77.19 1.78 3.5922193034662175 339.9472854575073 -5.699313579813923 1
763 1517.31 1661.53 0.24 41.54 1.95 3.454743874704251 339.8450131541128 -5.699910873217167 1
802 1513.81 1751.79 0.25 36.54 3.09 10.033736586533529 339.84534563872904 -5.691918533179844 1
806 402.85 1764.89 0.23 -37.98 2.99 12.479961836316523 339.9451845543821 -5.690221588524733 1
818 689.51 1794.48 0.4 59.8 3.61 10.249514989104853 339.9195673536969 -5.687511554116869 2
819 181.3 1796.12 0.23 -21.51 4.62 17.356138753795896 339.9645791243285 -5.687688059733859 1
820 949.81 1795.39 0.16 -48.48 3.04 10.189557935444004 339.89613739452096 -5.6874789205505065 1
822 1076.47 1809.83 0.45 8.36 8.04 36.42669939019329 339.88469720498074 -5.686279877353032 1
833 514.88 1830.99 0.28 -78.4 6.86 35.009774226617594 339.9351126208864 -5.684357118438322 1
843 68.58 1860.86 0.22 -20.73 2.03 4.913894133505771 339.974163589471 -5.682221470417159 2
856 321.7 1903.89 0.11 -82.51 2.39 3.946655694301543 339.95203300334464 -5.678154032483419 1
860 477.18 1916.05 0.14 -65.41 3.34 7.874925629510463 339.93829288459733 -5.676953967937553 1
864 1975.67 1929.18 0.33 86.27 3.19 13.909878079222166 339.804794730909 -5.677478394753762 1
878 974.69 1954.89 0.54 4.08 1.6 3.810854443204633 339.8937598992753 -5.673497427021275 1
880 711.38 1963.64 0.32 -59.52 6.13 26.1662751444954 339.9173587231714 -5.672701616515292 1
886 1327.98 1976.29 0.39 -64.69 1.6 2.6448667320621935 339.8620312084565 -5.6719630495642805 1
902 56.93 39.39 0.68 -74.25 11.42 472.907474879662 339.97595942336017 -5.8425517667440765 1
952 1570.48 301.92 0.58 -51.32 2.11 4.482700389306332 339.84128808308895 -5.821788309249408 1
954 1219.27 480.13 0.13 60.37 2.33 5.3367320310030735 339.8726321622364 -5.805967320136098 1
968 1785.99 783.64 0.29 -75.12 7.84 30.125650602716213 339.8213476643717 -5.778911877606851 1
969 804.17 776.63 0.52 52.04 4.26 14.464548679612276 339.9101050479637 -5.779030879112973 1
970 813.77 784.09 0.01 27.67 5.81 20.116087474447895 339.9092310762025 -5.778365834292725 1
971 1082.61 884.6 0.2 -32.0 4.37 10.373919212799585 339.8847238109251 -5.769486378051872 1
979 1079.9 956.94 0.32 -26.95 8.21 43.15326477559901 339.8849218879404 -5.762935528499393 1
980 1085.52 965.96 0.43 -10.3 5.23 15.340083062282604 339.8844038519077 -5.7621224091067065 1
983 1924.86 1169.27 0.1 -57.05 5.94 21.221071997243758 339.8087591077865 -5.744426323746348 1
984 1908.76 1166.58 0.01 -21.2 3.78 7.362294358913836 339.810176980997 -5.744650789571561 1
985 1914.44 1170.96 0.15 14.74 3.83 6.557075585155304 339.80967490081423 -5.744264327689291 1
989 1303.68 1225.88 0.61 73.98 4.33 14.79752906189422 339.86439891789047 -5.738749197424603 2
1010 1424.38 1803.17 0.31 49.04 2.88 6.020666165195647 339.85337005283156 -5.687250771371067 1
